CustomerID,Recency,Frequency,Monetary,TotalItems,UniqueProducts,AvgPurchaseValue,AvgItemsPerPurchase,Cluster
12397.0,35,2,2409.9,1263,110,1204.95,631.5,0
12398.0,45,1,1635.66,1394,85,1635.66,1394.0,0
12399.0,118,4,1108.65,1178,47,277.1625,294.5,0
12401.0,302,1,84.3,11,5,84.3,11.0,0
12402.0,322,1,225.6,94,11,225.6,94.0,0
12403.0,49,1,427.7,96,5,427.7,96.0,0
12405.0,148,1,1710.39,857,54,1710.39,857.0,0
12406.0,21,2,3415.3,1818,92,1707.65,909.0,0
12407.0,49,5,1708.12,1416,57,341.624,283.2,0
12408.0,32,5,2888.55,1409,81,577.71,281.8,0
12409.0,78,3,11072.67,5551,91,3690.89,1850.3333333333333,0
12410.0,308,2,693.3299999999999,211,26,346.665,105.5,0
12412.0,74,3,1226.88,829,43,408.96,276.3333333333333,0
12413.0,66,3,758.1,286,29,252.7,95.33333333333331,0
12414.0,216,3,562.41,300,16,187.47,100.0,0
12415.0,23,21,124914.53,77374,444,5948.310952380953,3684.4761904761904,0
12417.0,2,9,3649.1,1552,158,405.4555555555555,172.44444444444446,0
12418.0,112,1,668.58,407,34,668.58,407.0,0
12420.0,63,1,600.39,345,29,600.39,345.0,0
12421.0,15,4,807.04,484,32,201.76,121.0,0
12422.0,95,3,803.5600000000001,370,39,267.8533333333333,123.33333333333331,0
12423.0,0,8,1859.31,1339,97,232.41375,167.375,0
12424.0,162,2,1760.96,740,30,880.48,370.0,0
12425.0,77,1,777.2,496,36,777.2,496.0,0
12426.0,194,1,582.73,258,30,582.73,258.0,0
12427.0,21,3,825.8,533,26,275.26666666666665,177.66666666666666,0
12428.0,25,9,7956.46,3536,258,884.0511111111111,392.8888888888889,0
12429.0,8,4,3750.4,1557,82,937.6,389.25,0
12430.0,42,1,256.4,117,11,256.4,117.0,0
12431.0,35,15,6487.45,2906,163,432.4966666666666,193.7333333333333,0
12432.0,42,5,5059.32,1801,107,1011.864,360.2,0
12433.0,0,7,13375.87,11071,219,1910.838571428572,1581.571428571429,0
12434.0,84,2,806.14,394,46,403.07,197.0,0
12435.0,79,2,7829.89,2055,31,3914.945,1027.5,0
12436.0,99,1,509.01,211,16,509.01,211.0,0
12437.0,1,18,4951.41,2922,118,275.0783333333333,162.33333333333334,0
12438.0,13,2,2906.85,1180,84,1453.425,590.0,0
12441.0,366,1,173.55,121,11,173.55,121.0,0
12442.0,2,1,172.06,182,12,172.06,182.0,0
12444.0,20,5,5005.46,1153,138,1001.092,230.6,0
12445.0,21,1,133.4,62,4,133.4,62.0,0
12446.0,57,1,1002.31,351,57,1002.31,351.0,0
12447.0,242,1,476.49,190,26,476.49,190.0,0
12448.0,43,1,449.45,243,22,449.45,243.0,0
12449.0,21,4,4067.29,1553,118,1016.8225,388.25,0
12450.0,155,2,197.88,128,7,98.94,64.0,0
12451.0,10,5,9035.52,6575,265,1807.104,1315.0,0
12452.0,16,2,430.57,185,21,215.285,92.5,0
12453.0,133,1,707.09,473,43,707.09,473.0,0
12454.0,55,1,3528.34,1006,15,3528.34,1006.0,0
12455.0,72,6,2466.86,2089,85,411.1433333333334,348.1666666666667,0
12456.0,43,3,3181.04,1633,105,1060.3466666666666,544.3333333333334,0
12457.0,65,7,2363.23,843,53,337.6042857142857,120.42857142857144,0
12458.0,70,2,947.4,506,35,473.7,253.0,0
12461.0,93,2,826.88,287,35,413.44,143.5,0
12462.0,18,2,1189.59,536,51,594.795,268.0,0
12463.0,52,4,1344.78,776,65,336.195,194.0,0
12464.0,9,8,1212.05,112,6,151.50625,14.0,0
12465.0,16,2,742.1899999999999,479,46,371.095,239.5,0
12468.0,187,2,729.5400000000001,366,36,364.77,183.0,0
12471.0,1,30,19824.05,8212,150,660.8016666666666,273.7333333333333,0
12472.0,31,7,6572.11,4148,219,938.8728571428572,592.5714285714286,0
12473.0,28,5,3938.55,2439,140,787.7099999999999,487.8,0
12474.0,16,18,7375.79,4847,253,409.7661111111111,269.27777777777777,0
12475.0,53,1,723.38,535,36,723.38,535.0,0
12476.0,15,11,6816.42,2408,177,619.6745454545454,218.9090909090909,0
12477.0,22,6,13219.74,3653,191,2203.29,608.8333333333334,0
12478.0,3,1,680.99,236,36,680.99,236.0,0
12479.0,10,1,527.2,385,31,527.2,385.0,0
12480.0,27,4,3281.63,1707,129,820.4075,426.75,0
12481.0,22,10,5596.32,3304,150,559.632,330.4,0
12483.0,16,8,2484.98,1110,46,310.6225,138.75,0
12484.0,32,6,4541.72,2191,256,756.9533333333334,365.1666666666667,0
12488.0,9,3,1298.66,529,46,432.8866666666667,176.33333333333334,0
12489.0,335,1,334.93,105,15,334.93,105.0,0
12490.0,4,10,5417.93,3064,131,541.793,306.4,0
12491.0,38,1,460.4,260,25,460.4,260.0,0
12492.0,62,2,263.21000000000004,192,19,131.60500000000002,96.0,0
12493.0,165,2,433.74,207,20,216.87,103.5,0
12494.0,15,7,1246.1,707,63,178.01428571428573,101.0,0
12497.0,81,1,1043.1,1236,14,1043.1,1236.0,0
12498.0,20,3,403.7000000000001,159,21,134.5666666666667,53.0,0
12500.0,22,11,4257.82,2678,34,387.07454545454544,243.45454545454547,0
12501.0,336,1,2169.39,1783,149,2169.39,1783.0,0
12502.0,95,5,3723.87,820,102,744.774,164.0,0
12504.0,17,2,482.05,90,6,241.025,45.0,0
12506.0,232,1,73.5,23,23,73.5,23.0,0
12507.0,133,3,1304.81,894,19,434.93666666666667,298.0,0
12508.0,25,2,398.27,272,57,199.135,136.0,0
12509.0,283,1,176.5,55,7,176.5,55.0,0
12510.0,142,2,982.57,353,29,491.285,176.5,0
12512.0,65,2,138.03,99,31,69.015,49.5,0
12513.0,112,1,612.29,462,35,612.29,462.0,0
12514.0,266,1,1017.68,440,51,1017.68,440.0,0
12515.0,352,1,383.7,131,16,383.7,131.0,0
12516.0,77,2,1312.06,875,20,656.03,437.5,0
12517.0,27,5,2502.84,1371,232,500.568,274.2,0
12518.0,0,5,2056.89,1318,84,411.378,263.6,0
12519.0,63,1,340.84,183,17,340.84,183.0,0
12520.0,78,5,2634.26,1439,121,526.8520000000001,287.8,0
12521.0,142,1,599.68,309,38,599.68,309.0,0
12522.0,38,2,192.72,194,11,96.36,97.0,0
12523.0,18,11,1789.77,865,84,162.70636363636365,78.63636363636364,0
12524.0,8,8,4485.72,3699,113,560.715,462.375,0
12526.0,0,3,1316.66,632,64,438.8866666666667,210.66666666666663,0
12527.0,81,3,348.71000000000004,234,18,116.23666666666668,78.0,0
12528.0,8,6,1933.48,756,50,322.24666666666667,126.0,0
12530.0,59,4,1662.28,913,51,415.57,228.25,0
12531.0,14,1,125.22,45,17,125.22,45.0,0
12532.0,29,1,349.83000000000004,153,16,349.83000000000004,153.0,0
12534.0,130,1,1089.18,651,63,1089.18,651.0,0
12535.0,91,2,716.35,219,28,358.175,109.5,0
12536.0,42,3,12601.830000000002,2803,260,4200.610000000001,934.3333333333334,0
12538.0,28,1,363.95,191,21,363.95,191.0,0
12539.0,21,4,5568.35,2067,157,1392.0875,516.75,0
12540.0,19,17,13400.24,6685,277,788.2494117647059,393.2352941176471,0
12541.0,29,3,981.18,680,46,327.06,226.66666666666663,0
12544.0,35,1,372.7,136,19,372.7,136.0,0
12545.0,74,2,1000.39,523,42,500.195,261.5,0
12546.0,46,2,1161.5,633,59,580.75,316.5,0
12547.0,197,2,207.8,134,7,103.9,67.0,0
12548.0,165,1,95.2,49,5,95.2,49.0,0
12550.0,78,1,964.83,569,57,964.83,569.0,0
12551.0,357,1,168.0,100,10,168.0,100.0,0
12552.0,38,2,437.82,88,20,218.91,44.0,0
12553.0,7,10,3692.28,1965,95,369.228,196.5,0
12556.0,49,2,603.71,358,100,301.855,179.0,0
12557.0,15,5,11990.96,4384,15,2398.192,876.8,0
12558.0,7,1,269.96,196,11,269.96,196.0,0
12559.0,310,2,561.71,283,21,280.855,141.5,0
12560.0,4,3,2134.01,1110,91,711.3366666666667,370.0,0
12561.0,302,1,238.85,177,16,238.85,177.0,0
12562.0,7,7,3781.74,1779,99,540.2485714285715,254.14285714285717,0
12564.0,260,1,456.9,133,21,456.9,133.0,0
12565.0,288,1,145.92,80,9,145.92,80.0,0
12566.0,85,1,351.65,265,19,351.65,265.0,0
12567.0,22,10,9401.28,4305,323,940.128,430.5,0
12569.0,1,32,4124.69,1801,92,128.8965625,56.28125,0
12571.0,39,2,519.61,523,31,259.805,261.5,0
12572.0,8,2,1020.42,452,53,510.21,226.0,0
12573.0,226,1,160.54000000000002,84,26,160.54000000000002,84.0,0
12574.0,315,1,218.45,61,11,218.45,61.0,0
12576.0,35,5,1315.83,967,72,263.166,193.4,0
12577.0,34,3,657.8,472,137,219.26666666666665,157.33333333333334,0
12578.0,20,2,2794.51,1196,111,1397.255,598.0,0
12579.0,77,1,440.42,285,29,440.42,285.0,0
12580.0,246,1,415.7,238,24,415.7,238.0,0
12581.0,39,1,197.71,161,15,197.71,161.0,0
12582.0,238,2,511.36,300,21,255.68,150.0,0
12583.0,2,15,7281.38,5060,115,485.42533333333336,337.3333333333333,0
12584.0,3,9,2338.15,416,44,259.7944444444445,46.22222222222222,0
12585.0,233,2,2040.1,1279,77,1020.05,639.5,0
12586.0,16,1,196.94000000000003,79,11,196.94000000000003,79.0,0
12587.0,7,1,144.0,51,4,144.0,51.0,0
12588.0,38,1,214.9,53,10,214.9,53.0,0
12589.0,28,2,646.68,306,29,323.34,153.0,0
12590.0,210,2,9864.26,4283,68,4932.13,2141.5,0
12591.0,316,1,452.85,228,26,452.85,228.0,0
12592.0,91,2,437.6,290,11,218.8,145.0,0
12593.0,108,3,418.1,206,14,139.36666666666665,68.66666666666667,0
12594.0,37,10,3338.2200000000003,1777,50,333.822,177.7,0
12596.0,50,2,618.27,474,25,309.135,237.0,0
12597.0,18,4,3811.22,2236,184,952.805,559.0,0
12598.0,9,8,3023.08,1964,84,377.885,245.5,0
12599.0,28,7,1032.58,956,32,147.51142857142855,136.57142857142858,0
12600.0,28,10,2599.04,774,32,259.904,77.4,0
12601.0,189,5,577.0600000000001,245,21,115.412,49.0,0
12602.0,58,1,153.12,162,12,153.12,162.0,0
12603.0,21,1,739.1999999999999,63,2,739.1999999999999,63.0,0
12604.0,78,2,254.18,201,15,127.09,100.5,0
12607.0,59,1,1579.51,1228,101,1579.51,1228.0,0
12609.0,77,3,1126.85,648,57,375.6166666666666,216.0,0
12610.0,22,5,2099.54,1049,85,419.908,209.8,0
12611.0,51,1,1193.32,846,65,1193.32,846.0,0
12612.0,73,1,704.0400000000001,262,19,704.0400000000001,262.0,0
12613.0,56,5,3344.38,1644,124,668.876,328.8,0
12614.0,277,1,315.6,76,20,315.6,76.0,0
12615.0,1,4,2291.19,1376,82,572.7975,344.0,0
12616.0,94,2,713.3,284,25,356.65,142.0,0
12617.0,28,1,355.53,213,39,355.53,213.0,0
12618.0,21,1,177.31,96,11,177.31,96.0,0
12619.0,15,9,3641.24,3378,50,404.5822222222222,375.3333333333333,0
12620.0,14,3,1339.41,1181,89,446.47,393.6666666666667,0
12621.0,1,20,13689.67,7440,261,684.4835,372.0,0
12622.0,231,1,180.1,69,11,180.1,69.0,0
12623.0,275,1,305.1,191,18,305.1,191.0,0
12624.0,105,2,641.13,355,36,320.565,177.5,0
12625.0,211,2,2683.82,1612,73,1341.91,806.0,0
12626.0,22,9,6620.48,3453,232,735.6088888888888,383.6666666666667,0
12627.0,10,7,4478.53,2752,162,639.79,393.1428571428572,0
12628.0,3,3,786.46,448,34,262.15333333333336,149.33333333333334,0
12630.0,9,2,1270.88,548,60,635.44,274.0,0
12631.0,56,1,640.5,236,31,640.5,236.0,0
12633.0,58,4,2163.98,1162,73,540.995,290.5,0
12635.0,89,2,1689.18,1172,96,844.59,586.0,0
12637.0,66,8,6021.9,3002,205,752.7375,375.25,0
12638.0,32,1,671.69,577,39,671.69,577.0,0
12639.0,238,1,486.1,201,22,486.1,201.0,0
12640.0,23,3,1174.58,311,47,391.5266666666666,103.66666666666669,0
12641.0,114,1,185.9,72,10,185.9,72.0,0
12642.0,24,3,1013.26,552,39,337.75333333333333,184.0,0
12643.0,127,6,3344.64,1808,11,557.4399999999999,301.3333333333333,0
12644.0,129,1,477.91,325,31,477.91,325.0,0
12645.0,33,4,1775.18,1084,58,443.795,271.0,0
12646.0,4,2,1346.97,897,43,673.485,448.5,0
12647.0,21,12,3722.82,1431,78,310.235,119.25,0
12648.0,154,1,318.05,160,21,318.05,160.0,0
12649.0,106,3,623.51,586,28,207.83666666666667,195.33333333333331,0
12650.0,2,1,314.44,254,20,314.44,254.0,0
12651.0,334,1,114.0,78,9,114.0,78.0,0
12652.0,330,1,919.98,505,48,919.98,505.0,0
12653.0,148,2,2209.85,919,37,1104.925,459.5,0
12654.0,10,5,601.98,264,31,120.396,52.8,0
12656.0,16,5,4051.17,1723,89,810.234,344.6,0
12657.0,10,4,1643.18,1044,35,410.795,261.0,0
12658.0,18,1,686.05,320,36,686.05,320.0,0
12659.0,29,1,91.68,105,5,91.68,105.0,0
12660.0,10,1,245.1,127,13,245.1,127.0,0
12662.0,0,11,3849.78,2058,129,349.98,187.0909090909091,0
12664.0,7,9,4881.88,1203,10,542.4311111111111,133.66666666666666,0
12665.0,324,1,63.0,37,3,63.0,37.0,0
12667.0,57,1,620.13,395,33,620.13,395.0,0
12668.0,11,4,3807.15,1634,115,951.7875,408.5,0
12669.0,150,3,2744.03,1115,98,914.6766666666666,371.6666666666667,0
12670.0,9,5,2996.05,1397,58,599.21,279.4,0
12672.0,329,1,225.9,78,10,225.9,78.0,0
12673.0,4,2,610.52,351,42,305.26,175.5,0
12674.0,38,4,1970.6,1133,52,492.65,283.25,0
12676.0,24,6,1331.39,670,33,221.8983333333333,111.66666666666669,0
12678.0,41,12,17628.46,10923,105,1469.0383333333332,910.25,0
12679.0,58,4,1113.02,554,43,278.255,138.5,0
12680.0,0,4,862.81,443,33,215.7025,110.75,0
12681.0,14,22,13787.54,7536,267,626.7063636363637,342.54545454545456,0
12682.0,3,31,12288.22,5575,209,396.3941935483871,179.83870967741936,0
12683.0,3,15,8476.57,4987,177,565.1046666666666,332.46666666666664,0
12684.0,7,7,2283.63,1985,61,326.23285714285714,283.57142857142856,0
12685.0,27,6,2863.08,1523,117,477.18,253.83333333333331,0
12686.0,371,1,89.14,107,7,89.14,107.0,0
12688.0,113,1,4873.81,3028,171,4873.81,3028.0,0
12689.0,25,2,1247.61,628,57,623.805,314.0,0
12690.0,205,1,389.01,106,16,389.01,106.0,0
12691.0,27,6,1035.8,394,21,172.63333333333333,65.66666666666667,0
12693.0,126,4,855.91,255,35,213.9775,63.75,0
12694.0,69,2,869.67,509,32,434.835,254.5,0
12695.0,6,4,582.1,220,23,145.525,55.0,0
12697.0,28,3,957.59,508,37,319.19666666666666,169.33333333333334,0
12700.0,7,4,4939.99,2967,193,1234.9975,741.75,0
12701.0,79,2,797.71,678,50,398.855,339.0,0
12702.0,19,1,219.0,53,12,219.0,53.0,0
12703.0,70,1,283.55,164,21,283.55,164.0,0
12704.0,6,8,2340.84,1006,64,292.605,125.75,0
12705.0,14,9,6868.29,3997,228,763.1433333333333,444.1111111111111,0
12707.0,291,1,603.42,256,33,603.42,256.0,0
12708.0,29,10,2712.91,1307,86,271.291,130.7,0
12709.0,14,15,9736.52,3936,93,649.1013333333334,262.4,0
12710.0,96,3,1149.02,851,75,383.00666666666666,283.6666666666667,0
12712.0,28,13,4396.13,1062,58,338.1638461538462,81.6923076923077,0
12713.0,0,1,848.55,508,38,848.55,508.0,0
12714.0,8,5,4708.86,3069,216,941.772,613.8,0
12715.0,105,1,353.86,197,20,353.86,197.0,0
12716.0,3,2,1053.49,708,60,526.745,354.0,0
12717.0,150,2,1030.98,506,49,515.49,253.0,0
12718.0,70,1,238.25,203,19,238.25,203.0,0
12719.0,4,2,644.95,374,34,322.475,187.0,0
12720.0,2,25,5781.73,4672,211,231.2692,186.88,0
12721.0,31,6,2656.13,1959,133,442.6883333333333,326.5,0
12722.0,84,4,997.63,566,50,249.4075,141.5,0
12723.0,3,5,725.07,434,53,145.014,86.8,0
12724.0,4,4,1031.41,445,47,257.8525,111.25,0
12725.0,370,1,427.8,164,24,427.8,164.0,0
12726.0,27,7,2609.1,3143,57,372.7285714285714,449.0,0
12727.0,10,7,3980.7,2098,109,568.6714285714286,299.7142857142857,0
12728.0,70,4,836.33,419,38,209.0825,104.75,0
12729.0,113,1,453.01,233,26,453.01,233.0,0
12731.0,23,12,18895.91,8437,109,1574.6591666666666,703.0833333333334,0
12732.0,179,1,236.26,111,12,236.26,111.0,0
12733.0,233,1,383.95,137,22,383.95,137.0,0
12734.0,352,1,110.4,88,4,110.4,88.0,0
12735.0,314,2,779.5699999999999,368,38,389.785,184.0,0
12736.0,332,1,234.0,173,4,234.0,173.0,0
12738.0,371,1,155.35,148,11,155.35,148.0,0
12739.0,77,2,1013.04,486,38,506.52,243.0,0
12740.0,63,1,427.6,342,27,427.6,342.0,0
12743.0,133,2,546.43,319,114,273.215,159.5,0
12744.0,51,7,21279.29,5241,178,3039.898571428572,748.7142857142857,0
12747.0,1,11,4196.01,1275,42,381.4554545454546,115.9090909090909,0
12748.0,0,209,33719.73,25747,1768,161.3384210526316,123.19138755980862,0
12749.0,3,5,4090.88,1471,160,818.176,294.2,0
12750.0,128,1,275.88,137,15,275.88,137.0,0
12752.0,80,1,4366.78,2262,53,4366.78,2262.0,0
12753.0,22,6,21429.39,11421,132,3571.565,1903.5,0
12754.0,235,3,3010.74,6481,49,1003.58,2160.333333333333,0
12755.0,280,2,3811.95,1491,4,1905.975,745.5,0
12756.0,86,1,112.07999999999998,144,4,112.07999999999998,144.0,0
12757.0,15,13,7857.1,2402,237,604.3923076923077,184.7692307692308,0
12758.0,116,2,2791.59,2135,84,1395.795,1067.5,0
12759.0,51,3,1531.44,902,81,510.48,300.6666666666667,0
12762.0,7,2,1898.52,1227,62,949.26,613.5,0
12763.0,137,2,494.08,316,16,247.04,158.0,0
12764.0,316,1,1693.88,386,45,1693.88,386.0,0
12766.0,3,7,6989.63,3646,205,998.5185714285716,520.8571428571429,0
12769.0,238,1,1143.6,356,32,1143.6,356.0,0
12770.0,210,1,1351.45,743,12,1351.45,743.0,0
12772.0,59,1,892.47,556,55,892.47,556.0,0
12775.0,16,5,1386.04,877,47,277.208,175.4,0
12778.0,19,6,822.23,825,40,137.03833333333333,137.5,0
12779.0,37,8,3981.36,2024,88,497.67,253.0,0
12781.0,63,2,826.74,671,25,413.37,335.5,0
12782.0,4,5,2330.92,1086,81,466.184,217.2,0
12783.0,1,6,2225.91,624,76,370.985,104.0,0
12784.0,8,2,574.42,300,54,287.21,150.0,0
12785.0,363,1,311.95,131,14,311.95,131.0,0
12787.0,9,3,463.66,261,17,154.55333333333334,87.0,0
12789.0,64,1,91.85,4,4,91.85,4.0,0
12790.0,191,1,324.92,166,21,324.92,166.0,0
12791.0,373,1,192.6,97,2,192.6,97.0,0
12792.0,256,1,400.54,217,25,400.54,217.0,0
12793.0,334,2,545.48,295,21,272.74,147.5,0
12794.0,52,2,860.41,592,43,430.205,296.0,0
12795.0,18,1,430.48,68,14,430.48,68.0,0
12797.0,365,1,254.03,118,13,254.03,118.0,0
12798.0,9,3,6977.04,5256,6,2325.68,1752.0,0
12802.0,186,1,427.58,314,25,427.58,314.0,0
12808.0,36,3,483.65,188,27,161.21666666666667,62.66666666666666,0
12809.0,177,1,489.31,220,25,489.31,220.0,0
12811.0,260,3,514.85,230,27,171.61666666666667,76.66666666666667,0
12812.0,44,1,229.64,164,15,229.64,164.0,0
12814.0,101,1,125.92,49,2,125.92,49.0,0
12815.0,147,2,1063.46,379,38,531.73,189.5,0
12816.0,95,2,572.2,128,27,286.1,64.0,0
12817.0,280,1,166.04,53,4,166.04,53.0,0
12818.0,261,1,1542.08,929,14,1542.08,929.0,0
12820.0,2,4,942.34,722,55,235.585,180.5,0
12821.0,213,1,92.72,70,6,92.72,70.0,0
12822.0,70,2,948.88,550,41,474.44,275.0,0
12823.0,74,5,1759.5,230,1,351.9,46.0,0
12824.0,59,1,397.12,232,25,397.12,232.0,0
12826.0,2,7,1474.72,1058,58,210.67428571428573,151.14285714285714,0
12827.0,5,3,430.15,197,19,143.38333333333335,65.66666666666667,0
12828.0,2,6,1018.71,494,46,169.785,82.33333333333333,0
12829.0,336,2,293.0,376,9,146.5,188.0,0
12830.0,37,6,6814.64,9848,13,1135.7733333333333,1641.3333333333333,0
12831.0,261,1,215.05,135,9,215.05,135.0,0
12832.0,31,2,383.03,195,27,191.515,97.5,0
12833.0,144,1,417.38,156,24,417.38,156.0,0
12834.0,282,1,312.38,110,18,312.38,110.0,0
12836.0,58,4,2612.86,1064,148,653.215,266.0,0
12837.0,172,1,134.1,24,12,134.1,24.0,0
12838.0,33,2,683.13,359,115,341.565,179.5,0
12839.0,2,14,5591.42,3807,95,399.38714285714286,271.92857142857144,0
12840.0,143,4,2726.77,1511,67,681.6925,377.75,0
12841.0,4,25,4022.35,2757,229,160.894,110.28,0
12842.0,69,2,1118.99,547,34,559.495,273.5,0
12843.0,65,8,1702.26,781,69,212.7825,97.625,0
12844.0,28,2,325.96000000000004,125,47,162.98000000000002,62.5,0
12845.0,266,4,354.09,204,26,88.5225,51.0,0
12847.0,21,1,871.54,909,72,871.54,909.0,0
12849.0,30,2,1050.89,623,47,525.4449999999999,311.5,0
12851.0,96,1,135.18,109,43,135.18,109.0,0
12852.0,294,1,311.55,149,17,311.55,149.0,0
12853.0,134,6,1957.1,800,66,326.18333333333334,133.33333333333334,0
12854.0,78,3,1324.5,627,95,441.5,209.0,0
12855.0,372,1,38.1,30,3,38.1,30.0,0
12856.0,7,6,2179.93,1079,155,363.32166666666666,179.83333333333334,0
12857.0,210,2,1106.4,343,37,553.2,171.5,0
12863.0,51,1,521.2,188,5,521.2,188.0,0
12864.0,137,1,147.12,216,3,147.12,216.0,0
12865.0,25,2,1568.23,925,86,784.115,462.5,0
12866.0,282,1,559.12,171,26,559.12,171.0,0
12867.0,25,7,4036.82,4298,240,576.6885714285714,614.0,0
12868.0,185,6,1607.0600000000002,928,72,267.84333333333336,154.66666666666666,0
12871.0,83,2,380.64,200,8,190.32,100.0,0
12872.0,326,2,599.97,319,58,299.985,159.5,0
12873.0,281,1,374.0,128,4,374.0,128.0,0
12875.0,142,2,343.2300000000001,2019,1,171.61500000000004,1009.5,0
12876.0,57,2,2218.02,1941,67,1109.01,970.5,0
12877.0,3,12,1535.77,1178,100,127.98083333333334,98.16666666666669,0
12878.0,235,2,854.99,547,38,427.495,273.5,0
12879.0,44,3,573.22,370,7,191.07333333333332,123.33333333333331,0
12881.0,275,1,298.0,21,7,298.0,21.0,0
12882.0,8,2,1463.04,246,12,731.52,123.0,0
12883.0,24,4,703.47,196,39,175.8675,49.0,0
12884.0,87,1,309.05,43,7,309.05,43.0,0
12885.0,62,3,1175.22,655,66,391.74,218.33333333333331,0
12886.0,67,2,1378.4,770,75,689.2,385.0,0
12888.0,213,2,354.12,76,4,177.06,38.0,0
12890.0,23,1,380.47,259,78,380.47,259.0,0
12891.0,185,3,331.0,950,2,110.33333333333331,316.6666666666667,0
12893.0,30,1,188.14,96,27,188.14,96.0,0
12895.0,41,2,372.8,210,22,186.4,105.0,0
12897.0,204,2,216.5,110,3,108.25,55.0,0
12901.0,8,28,17654.54,23075,30,630.5192857142857,824.1071428571429,0
12902.0,264,1,138.68,66,10,138.68,66.0,0
12904.0,17,2,509.58,302,59,254.79,151.0,0
12906.0,11,5,2919.81,1749,55,583.962,349.8,0
12908.0,175,2,750.0,1200,1,375.0,600.0,0
12909.0,39,5,2178.67,1280,78,435.734,256.0,0
12910.0,22,8,3075.04,1692,48,384.38,211.5,0
12912.0,2,5,1662.3,670,17,332.46,134.0,0
12913.0,4,5,2483.63,1419,37,496.726,283.8,0
12915.0,148,2,363.65,93,19,181.825,46.5,0
12916.0,138,4,3006.15,1119,53,751.5375,279.75,0
12917.0,127,1,594.0,120,2,594.0,120.0,0
12919.0,7,6,1335.19,673,34,222.53166666666667,112.16666666666669,0
12920.0,16,1,164.23,129,27,164.23,129.0,0
12921.0,8,37,16587.09,9526,233,448.2997297297297,257.4594594594595,0
12922.0,160,1,405.38,370,28,405.38,370.0,0
12923.0,63,1,176.97,69,28,176.97,69.0,0
12924.0,87,4,933.7,481,22,233.425,120.25,0
12925.0,4,2,694.05,541,42,347.025,270.5,0
12928.0,34,5,2062.7000000000003,1472,59,412.5400000000001,294.4,0
12929.0,311,1,117.85,37,8,117.85,37.0,0
12930.0,77,2,415.8,252,20,207.9,126.0,0
12931.0,21,15,42055.96,28004,28,2803.730666666667,1866.9333333333332,0
12933.0,23,3,607.53,499,102,202.51,166.33333333333334,0
12935.0,1,7,2160.7,1853,80,308.6714285714285,264.7142857142857,0
12936.0,16,4,1063.9,559,56,265.975,139.75,0
12937.0,14,4,1504.27,1007,81,376.0675,251.75,0
12938.0,25,1,114.14,140,9,114.14,140.0,0
12939.0,63,8,11581.8,4876,21,1447.725,609.5,0
12940.0,54,2,913.54,411,87,456.77,205.5,0
12942.0,130,3,683.9,203,68,227.96666666666667,67.66666666666667,0
12944.0,35,2,604.51,289,29,302.255,144.5,0
